"Objetivo" "Mediana"
"1" "0" 1.42203621031746
"2" "1" 3.35556010251323
"3" "2" 8.02195105820106
"4" "3" 10.666611276455
"5" "4" 12.8808556547619
"6" "5" 13.876880787037
"7" "6" 15.1554174933862
"8" "7" 14.2011400462963
"9" "8" 15.2906712962963
"10" "9" 16.8520250496032
