"Objetivo" "Decil9"
"1" "0" 1.69309209656085
"2" "1" 4.11218253968254
"3" "2" 9.12071626984127
"4" "3" 12.2805226521164
"5" "4" 13.6584298941799
"6" "5" 16.5569246031746
"7" "6" 17.2621557539683
"8" "7" 15.1356150793651
"9" "8" 15.864837962963
"10" "9" 16.8926225198413
